step,speedX,speedY,speedZ,angle,trackPos,damage,rpm,gear,accel,brake,steer,targetSpeed,section,front,best_i,best_distance,anglePlan,severity,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18
99933,6.02906,-0.247597,0.0780007,0.0158207,0.3311,0.0,5235.99,1,0.45,0.0,-0.2601298912255458,175,SHALLOW,59.6639,9,59.6639,0,0.2707359398148148,5.76778,12.9974,24.4345,129.503,86.0768,73.7781,68.5716,64.5933,62.0285,59.6639,57.4773,55.4494,52.8456,50.1629,45.8256,38.9588,30.2625,22.2962,11.1202
99932,6.36242,-0.256234,0.0840184,0.0167691,0.330773,0.0,5235.99,1,0.45,0.0,-0.25791622601660297,175,SHALLOW,59.3774,9,59.3774,0,0.2718368425925926,5.77625,13.0465,24.7337,128.24,85.5006,73.3489,68.1984,64.2601,61.72,59.3774,57.2103,55.2001,52.618,49.9569,45.6519,38.8213,30.1656,22.2379,11.1073
99931,6.72826,-0.268643,0.0892183,0.0177733,0.330422,0.0,5235.99,1,0.45,0.0,-0.25552074243412404,175,SHALLOW,59.0766,9,59.0766,0,0.2729926944444444,5.78528,13.0991,25.0669,126.926,84.8977,72.8993,67.8068,63.9108,61.3962,59.0766,56.9301,54.9381,52.3789,49.74,45.469,38.6765,30.0637,22.1763,11.0936
99930,7.13625,-0.282623,0.0938673,0.0188372,0.330045,0.0,5235.99,1,0.45,0.0,-0.25293901471011687,175,SHALLOW,58.7606,9,58.7606,0,0.2742069537037037,5.79494,13.1556,25.4406,125.561,84.2673,72.4279,67.3962,63.5436,61.0563,58.7606,56.6354,54.6626,52.1273,49.5118,45.2765,38.5236,29.9559,22.1114,11.0791
99929,7.5733,-0.298619,0.0981297,0.0199544,0.329643,0.0,5235.99,1,0.45,0.0,-0.25017021474068835,175,SHALLOW,58.4316,9,58.4316,0,0.27547116666666666,5.80515,13.2158,25.8593,124.156,83.614,71.9384,66.9693,63.162,60.7024,58.4316,56.3285,54.3756,51.865,49.2739,45.0755,38.3636,29.8433,22.0434,11.0638
99928,7.99343,-0.312881,0.102465,0.0211164,0.329214,0.0,5235.99,1,0.45,0.0,-0.24721716624413603,175,SHALLOW,58.0919,9,58.0919,0,0.2767764953703703,5.8159,13.2794,26.3285,122.723,82.9427,71.4345,66.5296,62.7683,60.3374,58.0919,56.0118,54.0793,51.5939,49.0278,44.8676,38.1975,29.7264,21.9728,11.0479
99927,8.36159,-0.321102,0.107323,0.0224301,0.328712,0.0,5235.99,1,0.45,0.0,-0.2440288633606295,175,SHALLOW,57.7107,9,57.7107,0,0.27824129166666667,5.82825,13.3526,26.9106,121.138,82.1935,70.8706,66.0367,62.3271,59.9277,57.7107,55.6558,53.7463,51.2892,48.751,44.6332,38.0098,29.5944,21.8929,11.0299
99926,8.7222,-0.330061,0.111777,0.0236704,0.328226,0.0,5235.99,1,0.45,0.0,-0.24067296722824666,175,SHALLOW,57.354,9,57.354,0,0.2796119444444444,5.84005,13.4232,27.5205,119.674,81.4963,70.3443,65.5766,61.9145,59.5448,57.354,55.3227,53.4342,51.0035,48.4913,44.4133,37.8332,29.4701,21.8178,11.0128
99925,9.10972,-0.340614,0.116372,0.0249612,0.327712,0.0,5235.99,1,0.45,0.0,-0.23714690839287697,175,SHALLOW,56.9863,9,56.9863,0,0.2810248657407407,5.85245,13.4978,28.2348,118.183,80.7811,69.8036,65.103,61.4897,59.1502,56.9863,54.9791,53.1125,50.7088,48.2233,44.1861,37.6502,29.3415,21.7399,10.995
99924,9.51864,-0.351288,0.12123,0.0262935,0.327168,0.0,5235.99,1,0.45,0.0,-0.2334522358285513,175,SHALLOW,56.6103,9,56.6103,0,0.28246968055555555,5.8654,13.5762,29.0899,116.679,80.0539,69.2523,64.6198,61.0557,58.7468,56.6103,54.6278,52.7832,50.4068,47.9486,43.953,37.4619,29.209,21.6596,10.9766
99923,9.93339,-0.361649,0.12629,0.0276596,0.326595,0.0,5235.99,1,0.45,0.0,-0.22959383903350924,175,SHALLOW,56.228,9,56.228,0,0.28393870370370367,5.87887,13.6582,30.1576,115.171,79.3184,68.6932,64.1292,60.615,58.3369,56.228,54.2702,52.448,50.0994,47.6685,43.7151,37.2693,29.0735,21.5775,10.9577
99922,10.336,-0.372311,0.131466,0.029061,0.32599,0.0,5235.99,1,0.45,0.0,-0.22557487652547595,175,SHALLOW,55.8392,9,55.8392,0,0.28543270370370366,5.89288,13.7442,31.6181,113.658,78.5746,68.1266,63.6315,60.1673,57.9204,55.8392,53.9066,52.1068,49.7863,47.3832,43.4723,37.0722,28.9351,21.4935,10.9382
99921,10.7223,-0.379859,0.136557,0.0304906,0.325355,0.0,5235.99,1,0.45,0.0,-0.22140148062996362,175,SHALLOW,55.4461,9,55.4461,0,0.2869432268518518,5.90739,13.8339,34.4466,112.15,77.8271,67.5554,63.1293,59.7152,57.4993,55.4461,53.5384,51.7615,49.4691,47.0941,43.2261,36.8716,28.7941,21.4078,10.9182
99920,11.0975,-0.384372,0.141631,0.0319397,0.324689,0.0,5235.99,1,0.45,0.0,-0.21708267616132654,175,SHALLOW,55.0508,9,55.0508,0,0.2884622037037037,5.92235,13.927,200.0,110.654,77.0795,66.9828,62.6251,59.2609,57.0761,55.0508,53.1681,51.4137,49.1496,46.8025,42.9775,36.6687,28.6514,21.3211,10.8979
99919,11.469,-0.38927,0.146731,0.0334145,0.323992,0.0,5235.99,1,0.45,0.0,-0.21262346153009723,175,SHALLOW,54.6518,9,54.6518,0,0.2899953981481481,5.93781,14.0239,200.0,109.166,76.3295,66.407,62.1173,58.8032,56.6494,54.6518,52.7943,51.0623,48.8265,46.5076,42.7257,36.4625,28.5065,21.2329,10.8771
99918,11.8456,-0.394235,0.151782,0.0349156,0.323261,0.0,5235.99,1,0.45,0.0,-0.20802748998902937,175,SHALLOW,54.2493,9,54.2493,0,0.29154204166666664,5.95378,14.1249,200.0,107.686,75.5776,65.828,61.6063,58.3417,56.219,54.2493,52.4169,50.7078,48.5002,46.2093,42.4707,36.2532,28.3594,21.1433,10.8559
99917,12.2303,-0.397663,0.156692,0.0364339,0.322498,0.0,5235.99,1,0.45,0.0,-0.203302210603441,175,SHALLOW,53.8455,9,53.8455,0,0.29309368055555557,5.97023,14.2298,200.0,106.222,74.8275,65.2488,61.0947,57.8794,55.7876,53.8455,52.0379,50.3515,48.172,45.9093,42.2139,36.0418,28.2109,21.0528,10.8343
99916,12.6211,-0.400724,0.161634,0.0379664,0.3217,0.0,5235.99,1,0.45,0.0,-0.1984549884710277,175,SHALLOW,53.4408,9,53.4408,0,0.29464877777777776,5.98713,14.3386,200.0,104.776,74.0809,64.6708,60.5833,57.4172,55.3556,53.4408,51.6581,49.9942,47.8428,45.608,41.9548,35.8288,28.0611,20.9614,10.8124
99915,13.014,-0.403209,0.166508,0.039509,0.320869,0.0,5235.99,1,0.45,0.0,-0.19349423667455426,175,SHALLOW,53.0367,9,53.0367,0,0.2962015694444444,6.00447,14.451,200.0,103.352,73.339,64.0951,60.0733,56.9554,54.9241,53.0367,51.2785,49.6367,47.5132,45.3062,41.694,35.6144,27.9106,20.8694,10.7902
99914,13.406,-0.404887,0.171416,0.0410587,0.320004,0.0,5235.99,1,0.45,0.0,-0.18842840136672048,175,SHALLOW,52.6334,9,52.6334,0,0.297751287037037,6.02223,14.5674,200.0,101.952,72.6034,63.5226,59.5656,56.4954,54.494,52.6334,50.8994,49.2796,47.1835,45.0042,41.4319,35.3992,27.7594,20.7768,10.7677
99913,13.796,-0.405705,0.176322,0.0426132,0.319104,0.0,5235.99,1,0.45,0.0,-0.18326564519668168,175,SHALLOW,52.2314,9,52.2314,0,0.29929600925925925,6.04041,14.6876,200.0,100.576,71.8751,62.9543,59.061,56.0375,54.0656,52.2314,50.5215,48.9234,46.8547,44.7024,41.1691,35.1834,27.6078,20.684,10.745
99912,14.1846,-0.405744,0.181225,0.0441696,0.318168,0.0,5235.99,1,0.45,0.0,-0.17801415438084925,175,SHALLOW,51.8315,9,51.8315,0,0.300832662037037,6.05899,14.8115,200.0,99.2267,71.1548,62.3907,58.5599,55.5826,53.6394,51.8315,50.1452,48.5685,46.5267,44.4013,40.9059,34.9672,27.4559,20.5909,10.722
99911,14.5725,-0.405096,0.186124,0.045726,0.317196,0.0,5235.99,1,0.45,0.0,-0.17268181576963432,175,SHALLOW,51.4338,9,51.4338,0,0.30236086111111116,6.07796,14.9395,200.0,97.9045,70.4433,61.8321,58.0628,55.1308,53.2161,51.4338,49.7707,48.2153,46.1999,44.1012,40.6423,34.7511,27.304,20.4975,10.6989
99910,14.9605,-0.403819,0.191005,0.04728,0.316188,0.0,5235.99,1,0.45,0.0,-0.16727648157560804,175,SHALLOW,51.039,9,51.039,0,0.30387791666666664,6.09733,15.0716,200.0,96.6094,69.7409,61.2795,57.5702,54.6825,52.7958,51.039,49.3987,47.864,45.8748,43.8024,40.3788,34.5351,27.1522,20.4041,10.6756
99909,15.3487,-0.399975,0.195927,0.0488211,0.315144,0.0,5235.99,1,0.45,0.0,-0.16180958385690847,175,SHALLOW,50.6486,9,50.6486,0,0.3053780648148148,6.11701,15.2071,200.0,95.3477,69.0511,60.7353,57.0847,54.2403,52.381,50.6486,49.0308,47.5165,45.5529,43.5061,40.1168,34.3202,27.0011,20.311,10.6522
99908,15.7369,-0.39711,0.200855,0.0503537,0.314064,0.0,5235.99,1,0.45,0.0,-0.15628899339463545,175,SHALLOW,50.262,9,50.262,0,0.30686361111111105,6.13703,15.3465,200.0,94.1157,68.3723,60.1983,56.6048,53.803,51.9702,50.262,48.6661,47.1719,45.2335,43.2119,39.8557,34.1062,26.8506,20.2182,10.6287
99907,16.1253,-0.391909,0.205824,0.0518681,0.312948,0.0,5235.99,1,0.45,0.0,-0.15072580170878921,175,SHALLOW,49.8809,9,49.8809,0,0.30832802314814817,6.15734,15.4895,200.0,92.9182,67.707,59.6706,56.1326,53.3722,51.5654,49.8809,48.3063,46.8317,44.9178,42.9209,39.5964,33.8939,26.7012,20.1259,10.6052
99906,16.5137,-0.387743,0.210751,0.0533687,0.311794,0.0,5235.99,1,0.45,0.0,-0.1451273347176711,175,SHALLOW,49.5041,9,49.5041,0,0.309775912037037,6.17797,15.6364,200.0,91.7503,67.0536,59.1506,55.6669,52.9468,51.1656,49.5041,47.9505,46.495,44.6052,42.6325,39.3387,33.6827,26.5527,20.034,10.5815
99905,16.9022,-0.381231,0.215723,0.0548465,0.310604,0.0,5235.99,1,0.45,0.0,-0.13950415541558617,175,SHALLOW,49.1331,9,49.1331,0,0.31120151388888884,6.19886,15.787,200.0,90.6171,66.4146,58.6409,55.2099,52.5288,50.7725,49.1331,47.5999,46.1631,44.2966,42.3477,39.0835,33.4738,26.4055,19.9427,10.5579
99904,17.2906,-0.37578,0.220666,0.0563056,0.309376,0.0,5235.99,1,0.45,0.0,-0.13386326887889005,175,SHALLOW,48.7673,9,48.7673,0,0.31260713425925923,6.22004,15.9414,200.0,89.5143,65.7879,58.1399,54.7598,52.1169,50.3846,48.7673,47.254,45.8352,43.9917,42.0658,38.8304,33.2665,26.2595,19.8521,10.5343
99903,17.6792,-0.367974,0.225619,0.0577366,0.308111,0.0,5235.99,1,0.45,0.0,-0.12821501443135078,175,SHALLOW,48.4077,9,48.4077,0,0.3139889305555555,6.24143,16.0993,200.0,88.4465,65.1765,57.6497,54.3189,51.7128,50.0039,48.4077,46.9139,45.5128,43.6916,41.7882,38.5799,33.0617,26.1152,19.7623,10.5107
99902,18.1066,-0.35916,0.231077,0.0592748,0.306678,0.0,5235.99,1,0.45,0.0,-0.12249148363276792,175,SHALLOW,48.0202,9,48.0202,0,0.31547793518518513,6.26519,16.277,200.0,87.3112,64.5216,57.1226,53.8446,51.2778,49.5935,48.0202,46.5467,45.1646,43.3673,41.4879,38.3086,32.8396,25.9585,19.6646,10.4848
99901,18.4952,-0.350037,0.236019,0.06064,0.305336,0.0,5235.99,1,0.45,0.0,-0.11679177582672132,175,SHALLOW,47.6748,9,47.6748,0,0.31680516666666664,6.28698,16.4422,200.0,86.3144,63.9419,56.6551,53.423,50.8906,49.2282,47.6748,46.2194,44.8538,43.0775,41.2193,38.0654,32.6406,25.818,19.5769,10.4614
99900,18.8837,-0.341981,0.240984,0.0619766,0.303958,0.0,5235.99,1,0.45,0.0,-0.11112076492209869,175,SHALLOW,47.3352,9,47.3352,0,0.3181101111111111,6.30898,16.6113,199.147,85.3481,63.3757,56.1973,53.0094,50.5106,48.8695,47.3352,45.8975,44.5482,42.7922,40.9547,37.8252,32.4439,25.6792,19.49,10.438
99899,19.2723,-0.331551,0.245912,0.0632736,0.302542,0.0,5235.99,1,0.45,0.0,-0.10548729245279068,175,SHALLOW,47.0031,9,47.0031,0,0.3193862361111111,6.33112,16.7834,197.043,84.4163,62.8259,55.7512,52.6062,50.1394,48.5189,47.0031,45.5825,44.2487,42.5124,40.695,37.5889,32.2507,25.5426,19.4044,10.4147
99898,19.6609,-0.320008,0.250529,0.0645267,0.301092,0.0,5235.99,1,0.45,0.0,-0.09990138236345814,175,SHALLOW,46.6792,9,46.6792,0,0.3206308518518518,6.35333,16.9584,194.65,83.5202,62.2927,55.3177,52.2139,49.7779,48.1769,46.6792,45.2749,43.9561,42.239,40.4402,37.3572,32.061,25.4085,19.3201,10.3917
99897,20.0494,-0.309812,0.25205,0.0657427,0.299606,0.0,5235.99,1,0.45,0.0,-0.09436837293639286,175,SHALLOW,46.3617,9,46.3617,0,0.321850875,6.37566,17.1368,191.687,82.6539,61.7741,54.8946,51.8304,49.4243,47.8422,46.3617,44.9734,43.6691,41.9703,40.1895,37.1292,31.8745,25.2764,19.2369,10.3687
99896,20.4381,-0.297392,0.251243,0.0669119,0.298085,0.0,5235.99,1,0.45,0.0,-0.08889730374262018,175,SHALLOW,46.0523,9,46.0523,0,0.32303977314814813,6.39805,17.3181,187.929,81.8218,61.2722,54.484,51.4577,49.0801,47.5163,46.0523,44.6792,43.3888,41.7078,39.9438,36.9058,31.6917,25.1469,19.1551,10.346
99895,20.8267,-0.28623,0.250573,0.0680391,0.296529,0.0,5235.99,1,0.45,0.0,-0.08349380977078677,175,SHALLOW,45.7499,9,45.7499,0,0.32420177314814813,6.42051,17.5027,184.335,81.0198,60.7847,54.084,51.0942,48.7441,47.1977,45.7499,44.3915,43.1146,41.4508,39.7026,36.6864,31.5122,25.0195,19.0745,10.3234
99894,21.2153,-0.272781,0.251327,0.0691149,0.294939,0.0,5235.99,1,0.45,0.0,-0.07816705206923091,175,SHALLOW,45.4557,9,45.4557,0,0.32533226388888886,6.44297,17.6898,180.985,80.2517,60.314,53.6967,50.7417,48.4177,46.8882,45.4557,44.1115,42.8476,41.2001,39.4669,36.4722,31.3366,24.8949,18.9954,10.3011
99893,21.6039,-0.260509,0.253858,0.0701429,0.293315,0.0,5235.99,1,0.45,0.0,-0.07292330485769717,175,SHALLOW,45.1689,9,45.1689,0,0.3264343194444444,6.46546,17.8797,177.848,79.5137,59.8585,53.3206,50.3988,48.1001,46.5868,45.1689,43.8382,42.5867,40.9551,39.236,36.2623,31.1648,24.7727,18.9177,10.279
99892,21.9924,-0.248182,0.257937,0.0711247,0.291657,0.0,5235.99,1,0.45,0.0,-0.0677672509510208,175,SHALLOW,44.8893,9,44.8893,0,0.32750870833333334,6.48796,18.0728,174.907,78.8041,59.4171,52.9555,50.0654,47.7909,46.2928,44.8893,43.5714,42.3319,40.7156,39.0099,36.0567,30.9963,24.6528,18.8413,10.257
99891,22.3809,-0.235432,0.263176,0.0720569,0.289965,0.0,5235.99,1,0.45,0.0,-0.0627044327250184,175,SHALLOW,44.6168,9,44.6168,0,0.3285558148148148,6.51045,18.2685,172.156,78.1232,58.9905,52.6014,49.7415,47.49,46.0068,44.6168,43.3113,42.0834,40.4816,38.7888,35.8555,30.8316,24.5354,18.7662,10.2351
99890,22.7694,-0.22217,0.269036,0.0729372,0.288242,0.0,5235.99,1,0.45,0.0,-0.0577410195807257,175,SHALLOW,44.3517,9,44.3517,0,0.3295744861111111,6.53291,18.4669,169.585,77.4711,58.5785,52.2581,49.4275,47.198,45.7289,44.3517,43.0583,41.8411,40.2534,38.5727,35.6592,30.6705,24.4204,18.6925,10.2133
99889,23.1578,-0.208383,0.275187,0.0737635,0.286486,0.0,5235.99,1,0.45,0.0,-0.05288300103409885,175,SHALLOW,44.0942,9,44.0942,0,0.3305639537037037,6.5553,18.6677,167.189,76.8474,58.1815,51.9264,49.1232,46.9147,45.459,44.0942,42.8121,41.6055,40.0311,38.3621,35.4676,30.5133,24.3081,18.6203,10.1917
99888,23.5462,-0.194075,0.281237,0.0745332,0.284699,0.0,5235.99,1,0.45,0.0,-0.04813693871684582,175,SHALLOW,43.8444,9,43.8444,0,0.3315238333333333,6.57758,18.8706,164.964,76.2529,57.7998,51.6063,48.8292,46.6405,45.1976,43.8444,42.5731,41.3765,39.815,38.157,35.281,30.3601,24.1983,18.5495,10.1703
99887,23.9346,-0.179257,0.287009,0.0752441,0.282883,0.0,5235.99,1,0.45,0.0,-0.04350970802668494,175,SHALLOW,43.6026,9,43.6026,0,0.33245297222222225,6.59973,19.0751,162.903,75.6875,57.4331,51.2978,48.5452,46.3754,44.9446,43.6026,42.3415,41.1544,39.6049,37.9575,35.0996,30.2111,24.0914,18.4804,10.1491
99886,24.3228,-0.166346,0.292404,0.075905,0.281038,0.0,5235.99,1,0.45,0.0,-0.037418348902949046,175,SHALLOW,43.3671,9,43.3671,0,0.33335790277777777,6.62181,19.2823,160.978,75.1458,57.0791,50.9989,48.2699,46.1177,44.6985,43.3671,42.1158,40.9378,39.4,37.7625,34.9221,30.0654,23.9867,18.4125,10.128
99885,24.711,-0.146523,0.297401,0.0764839,0.279167,0.0,5235.99,1,0.45,0.0,-0.03217978005653618,175,SHALLOW,43.1426,9,43.1426,0,0.33422056481481477,6.64352,19.4886,159.25,74.6418,56.7457,50.7159,48.0085,45.8729,44.4642,43.1426,41.9004,40.7308,39.2037,37.5759,34.7523,29.9256,23.8861,18.3469,10.1074
99884,25.0992,-0.128814,0.302074,0.0769893,0.277272,0.0,5235.99,1,0.45,0.0,-0.027674610848621113,175,SHALLOW,42.9277,9,42.9277,0,0.3350463379629629,6.66491,19.6943,157.688,74.171,56.4301,50.4468,47.7593,45.639,44.2402,42.9277,41.6938,40.532,39.015,37.3963,34.5886,29.7909,23.7889,18.2834,10.087
99883,25.4872,-0.113978,0.306523,0.0774371,0.275354,0.0,5235.99,1,0.45,0.0,-0.023800165329814157,175,SHALLOW,42.7197,9,42.7197,0,0.3358455972222222,6.6861,19.9013,156.255,73.7244,56.1279,50.1881,47.5191,45.4131,44.0237,42.7197,41.4938,40.3393,38.8319,37.2219,34.4299,29.6599,23.6942,18.2213,10.0668
99882,25.8752,-0.0998602,0.310896,0.07783,0.273412,0.0,5235.99,1,0.45,0.0,-0.020468142183640174,175,SHALLOW,42.5183,9,42.5183,0,0.3366194953703703,6.70709,20.1099,154.941,73.3013,55.8383,49.9388,47.2872,45.1948,43.814,42.5183,41.3,40.1524,38.654,37.0522,34.2753,29.5325,23.6018,18.1604,10.0468
99881,26.2631,-0.0857335,0.315222,0.0781657,0.271446,0.0,5235.99,1,0.45,0.0,-0.01760260227793055,175,SHALLOW,42.3234,9,42.3234,0,0.33736841666666667,6.72789,20.32,153.744,72.9013,55.561,49.6995,47.0643,44.9843,43.6117,42.3234,41.1122,39.9712,38.4811,36.8875,34.125,29.4084,23.5118,18.101,10.027
99880,26.6509,-0.0763205,0.319502,0.0784656,0.269454,0.0,5235.99,1,0.45,0.0,-0.015138237959020272,175,SHALLOW,42.132,9,42.132,0,0.3381038888888888,6.74888,20.5339,152.62,72.515,55.291,49.4651,46.8456,44.7778,43.413,42.132,40.9276,39.793,38.311,36.7253,33.9772,29.2861,23.4229,18.042,10.007
99879,27.0386,-0.0659792,0.323838,0.0787255,0.267437,0.0,5235.99,1,0.45,0.0,-0.013018884644757433,175,SHALLOW,41.9447,9,41.9447,0,0.33882360648148147,6.77007,20.7513,151.573,72.1437,55.0287,49.2371,46.6322,44.576,43.2186,41.9447,40.7466,39.618,38.1439,36.5659,33.8318,29.166,23.3352,17.9838,9.98707
99878,27.4262,-0.0576123,0.328316,0.078952,0.265393,0.0,5235.99,1,0.45,0.0,-0.011196240794491392,175,SHALLOW,41.7601,9,41.7601,0,0.3395329490740741,6.79157,20.9737,150.59,71.7843,54.7727,49.0134,46.4229,44.3775,43.0274,41.7601,40.5683,39.4456,37.9788,36.4088,33.6884,29.0472,23.2484,17.9259,9.96704
99877,27.8138,-0.0498572,0.332932,0.079148,0.263324,0.0,5235.99,1,0.45,0.0,-0.009628767083262598,175,SHALLOW,41.5781,9,41.5781,0,0.3402323009259259,6.81337,21.2015,149.662,71.4352,54.5217,48.7938,46.2168,44.182,42.8389,41.5781,40.3922,39.2753,37.8157,36.2532,33.5464,28.9295,23.1624,17.8683,9.94686
99876,28.2012,-0.0447253,0.337557,0.0793249,0.261227,0.0,5235.99,1,0.45,0.0,-0.005845481844849023,175,SHALLOW,41.3968,9,41.3968,0,0.34092896296296293,6.83564,21.4367,148.767,71.0914,54.2733,48.5756,46.012,43.9877,42.6514,41.3968,40.2169,39.1054,37.6531,36.0981,33.4046,28.8121,23.0763,17.8105,9.92643
99875,28.5869,-0.0328783,0.332918,0.0794446,0.259107,0.0,5235.99,1,0.45,0.0,-0.002271394169086674,175,SHALLOW,41.2216,9,41.2216,0,0.34160218518518515,6.858,21.6739,147.974,70.7687,54.0363,48.3663,45.8151,43.8003,42.4702,41.2216,40.0472,38.9408,37.4952,35.9474,33.2671,28.6978,22.9922,17.754,9.90613
99874,28.9748,-0.0185084,0.325968,0.0795023,0.256967,0.0,5235.99,1,0.45,0.0,0.001097674304674875,175,SHALLOW,41.0532,9,41.0532,0,0.34224927777777775,6.88037,21.9117,147.29,70.4688,53.8119,48.1669,45.6267,43.6208,42.2964,41.0532,39.8838,38.782,37.3428,35.8018,33.1339,28.5871,22.9106,17.6987,9.88593
99873,29.3625,-0.00529795,0.322961,0.0795032,0.254812,0.0,5235.99,1,0.45,0.0,0.0042670042625664,175,SHALLOW,40.8907,9,40.8907,0,0.34287369907407406,6.90279,22.1507,146.707,70.1899,53.5989,47.9763,45.4462,43.4481,42.129,40.8907,39.7259,38.6287,37.1951,35.6608,33.0051,28.4797,22.8312,17.6447,9.86589
99872,29.7498,0.00755785,0.322583,0.0794493,0.25264,0.0,5235.99,1,0.45,0.0,0.007242280362341683,175,SHALLOW,40.7338,9,40.7338,0,0.3434766018518518,6.92529,22.3914,146.215,69.9302,53.3967,47.7939,45.2728,43.2821,41.9676,40.7338,39.5733,38.4801,37.0518,35.5239,32.8797,28.375,22.7536,17.5917,9.84592
99871,30.1369,0.0204187,0.324877,0.0793402,0.250454,0.0,5235.99,1,0.6,0.0,0.010027835156132711,175,SHALLOW,40.5825,9,40.5825,0,0.34405798611111105,6.94783,22.6336,145.819,69.6901,53.2047,47.6196,45.1066,43.1224,41.8123,40.5825,39.4259,38.3363,36.9128,35.3911,32.7581,28.2734,22.678,17.5398,9.82608
99870,30.6263,0.0328605,0.329706,0.0791704,0.248251,0.0,5235.99,1,0.6,0.0,0.012625321652649388,175,SHALLOW,40.4374,9,40.4374,0,0.34461554629629626,6.97043,22.8761,145.525,69.4713,53.0248,47.4543,44.9485,42.9698,41.6636,40.4374,39.2842,38.1979,36.7787,35.2629,32.6404,28.175,22.6045,17.4892,9.80634
99869,31.1508,0.0455022,0.337533,0.0789372,0.246028,0.0,5235.99,1,0.6,0.0,0.01503533622801244,175,SHALLOW,40.2981,9,40.2981,0,0.3451508194444444,6.9931,23.1196,145.337,69.2736,52.856,47.2979,44.7978,42.8241,41.5211,40.2981,39.148,38.0645,36.6491,35.1391,32.5268,28.0795,22.5329,17.4395,9.78665
99868,31.6744,0.0560994,0.346909,0.0786559,0.243784,0.0,5235.99,1,0.6,0.0,0.017265335963447766,175,SHALLOW,40.1627,9,40.1627,0,0.34567110648148147,7.01601,23.3663,145.228,69.0914,52.6949,47.1472,44.6523,42.6828,41.3829,40.1627,39.0151,37.9341,36.5225,35.0177,32.4153,27.9859,22.4625,17.3904,9.76689
99867,32.197,0.06597,0.356454,0.0783321,0.24152,0.0,5235.99,1,0.6,0.0,0.019324103498317313,175,SHALLOW,40.03,9,40.03,0,0.3461810185185185,7.03917,23.6177,145.187,68.9212,52.5405,47.0013,44.5109,42.5452,41.2478,40.03,38.885,37.8066,36.3978,34.8984,32.3055,27.8934,22.3927,17.3416,9.747
99866,32.7195,0.0755844,0.364782,0.077964,0.239238,0.0,5304.96,1,0.6,0.0,0.021218137761559175,175,SHALLOW,39.9006,9,39.9006,0,0.34667825,7.06258,23.8737,145.219,68.7643,52.3925,46.8604,44.3739,42.4112,41.116,39.9006,38.7579,37.6816,36.2758,34.7813,32.1977,27.8025,22.3239,17.2932,9.72704
99865,33.2493,0.0850889,0.371605,0.0775492,0.236937,0.0,5399.01,1,0.6,0.0,0.022952084310842513,175,SHALLOW,39.7747,9,39.7747,0,0.3471620324074074,7.08627,24.1337,145.329,68.622,52.2517,46.7249,44.241,42.2813,40.9881,39.7747,38.6338,37.5593,36.1562,34.6664,32.092,27.713,22.2561,17.2454,9.70694
99864,33.7884,0.094557,0.376778,0.0770847,0.234622,0.0,5496.01,1,0.6,0.0,0.024527971424240874,175,SHALLOW,39.6525,9,39.6525,0,0.3476315972222222,7.11015,24.3971,145.525,68.4949,52.1192,46.5953,44.1137,42.1562,40.8646,39.6525,38.5133,37.4405,36.0396,34.5541,31.9885,27.6254,22.1892,17.198,9.68676
99863,34.3376,0.104038,0.380933,0.0765678,0.232291,0.0,5595.19,1,0.6,0.0,0.025946592209527705,175,SHALLOW,39.5347,9,39.5347,0,0.3480842546296296,7.13425,24.6635,145.813,68.3846,51.9952,46.472,43.992,42.0358,40.7454,39.5347,38.3967,37.3252,35.9262,34.4447,31.8876,27.5395,22.1236,17.1511,9.66652
99862,34.8974,0.111095,0.385344,0.0760104,0.229945,0.0,5695.71,1,0.6,0.0,0.027213805782091996,175,SHALLOW,39.4193,9,39.4193,0,0.34852768981481486,7.15865,24.9366,146.173,68.2855,51.8764,46.3529,43.8735,41.9184,40.6288,39.4193,38.2822,37.2118,35.8144,34.3367,31.7876,27.4547,22.0584,17.1045,9.64608
99861,35.4676,0.117119,0.390235,0.0754191,0.227584,0.0,5798.33,1,0.6,0.0,0.028337592164516614,175,SHALLOW,39.305,9,39.305,0,0.34896689814814813,7.1835,25.2174,146.594,68.1956,51.7619,46.2365,43.7574,41.8028,40.5139,39.305,38.1689,37.0996,35.7037,34.2293,31.6883,27.3701,21.9933,17.0577,9.6254
99860,36.0498,0.119983,0.321856,0.0748212,0.225207,0.0,5908.33,1,0.6,0.0,0.02933710598007279,175,SHALLOW,39.1888,9,39.1888,0,0.34941340740740734,7.20898,25.5146,147.027,68.1032,51.6447,46.1177,43.6389,41.6851,40.3968,39.1888,38.0537,36.9851,35.5907,34.1197,31.587,27.2838,21.9268,17.0099,9.60424
99859,36.6419,0.124076,0.24801,0.0742232,0.222809,0.0,6017.52,1,0.6,0.0,0.03023234682473802,175,SHALLOW,39.0691,9,39.0691,0,0.3498733657407408,7.23528,25.8317,147.453,68.0049,51.523,45.9948,43.5166,41.5636,40.2763,39.0691,37.9349,36.8676,35.4747,34.0071,31.4829,27.1951,21.8587,16.9608,9.58247
